ID	classes
848647721871446016	2
847541688096755713	2
847439179298381825	2
849504282621730816	2
848725316503826434	2
848348764465188864	2
850055984596865024	2
850154785638674433	2
849495478765051904	2
847862623647432705	2
850596491957817345	2
847954315331457025	2
848363801044963328	2
848987334653558784	2
850511754459099137	2
849798974445944832	2
849744423307104256	2
850739870079172608	2
847405322884874240	2
850207998752325634	2
850439079741313024	2
849660759537848320	2
848273875171463175	2
850379730322903042	2
849973012887678978	2
847589398304743426	2
850468012033548290	2
849410573473370113	2
848988991391059970	2
848443081762390016	2
849794759157846017	2
848759265179439104	2
849653448836624384	2
849894801688465408	2
849116540213628928	2
850423254653304833	2
848700490389041157	2
850519664904069120	2
848921794459443200	2
849075956090384385	2
848861287421497348	2
848018190399655936	2
847644394006040576	2
850347736176238592	2
849964024481464321	2
849704757778235392	2
848237275678994433	2
850264462485405698	2
848071323821764608	2
849447391094820865	2
848817884776329216	2
847546930972418049	2
849942516099039232	2
850656055277355008	2
850036460111769600	2
850762825484128257	2
850062632572923905	2
847969616152457217	2
850465407374774272	2
849845212444848130	2
848632894998233088	2
847873394616016896	2
849642895992868865	2
848890282665967617	2
848535599741063169	2
847553394407612416	2
850168333223825409	2
848649642845900800	2
849637002983157766	2
850454628021846016	2
848815611455131648	2
848035361871855616	2
848918074132619265	2
848129511392718848	2
848703233463689216	2
849564051474714625	2
850130039211311104	2
849211578926809089	2
849731639064186880	2
848746451597479938	2
847580477036691457	2
848610107361570816	2
848952068958294018	2
847954525042462720	2
847616019543711749	2
849425949800243201	2
850160993187512320	2
848882556749664256	2
848194992891772928	2
848636648913022976	2
848594156406661120	2
848079850841755648	2
849804695455633408	2
849677087933968384	2
849092313884315650	2
849676551067250688	2
849208751982870528	2
849592446900092928	2
849388255611105280	2
847824036038135812	2
850058643806531586	2
849351509309616128	2
847703185569464320	2
847653562763026434	2
848406264166182912	2
848863854356553729	2
848616033879560196	2
848296633456631808	2
849424381134745604	2
847429461121220608	2
848735164717027328	2
849073166894891008	2
850477310843211777	2
847660873426403328	2
848987850548924422	2
848546345526988800	2
850619124455747584	2
847587548603994114	2
850591035201789954	2
847677692602310656	2
847521937098264578	2
848232749995618305	2
850080663868932097	2
850283039070474240	2
850844996085444609	2
848584752760320000	2
849088518034948096	2
847476827375325184	2
847679265478922247	2
850244401112547331	2
848036964100124672	2
849439593883717633	2
849376926800150529	2
848966740612665345	2
847447555344551938	2
850102646212001792	2
847654854591864837	2
849494446966177794	2
849020801001164800	2
849797724543213568	2
850399183530012672	2
849197842589638657	2
850604272400175104	2
849258655811682304	2
847576077195034624	2
848387956041801728	2
849328277063954432	2
847444636075311107	2
849195485382328320	2
850559032649756672	2
848527798335492097	2
847405469681336325	2
847559102855172099	2
848815913436565504	2
848141406464081924	2
847558981203755008	2
849409042564993024	2
850006386968842244	2
849383201445482496	2
849859405961195520	2
848931751753916417	2
848647889643593730	2
847927593441660929	2
849059980015800321	2
849625590273585152	2
849125352433647618	2
849012433381412865	2
850001920022466560	2
850698551990644738	2
847885688137756672	2
849359440738385920	2
850423661500805122	2
847634826806964224	2
849731534227636225	2
850838029342257152	2
850688217221394432	2
847491306095902721	2
848769264391684096	2
850482482415898624	2
849204708661243904	2
850428765939388416	2
848086184266002433	2
850363645192265728	2
849463300098334722	2
848717347330420736	2
848375704492404740	2
848756819916976128	2
848595079174529026	2
848351402673885185	2
847710919857627137	2
850773185406656512	2
849127701256355840	2
847872606107729920	2
847563259414806528	2
850822879528837123	2
848374978848448516	2
849651167139209216	2
849980025759830016	2
848214525757321220	2
848255768369475584	2
850531153090146304	2
848922712999440386	2
848731901561122816	2
848332767377149952	2
850027710814580736	2
849694460741128192	2
848571951765495808	2
849844562323546112	2
850392275511390213	2
849312347072212992	2
850687017641844737	2
850448969914339328	2
847788195735511040	2
848979675879809024	2
850370519656476672	2
849986573051588608	2
848386240546078721	2
850839132473626624	2
848345044113174528	2
850374395168256000	2
849200875075710976	2
849719890806177793	2
850230039807270912	2
849509483571269632	2
849045882959876096	2
848241587389952000	2
850743816919416834	2
847752388966400000	2
849055567595352066	2
847413925406662656	2
850778793216233475	2
850109856237330432	2
848636099463229440	2
849963881862754304	2
849054888105562117	2
849647471974285312	2
848268300937293824	2
849628278818263041	2
850696425457434627	2
848458210608640000	2
850613948671860736	2
849608578184949760	2
849965102421901312	2
847547635607236610	2
848506419951349761	2
848947711072227328	2
849901554530471936	2
850444523943669762	2
850317382027489280	2
850110502160261121	2
848223124084506624	2
848741061887377408	2
850163832731430913	2
850478854326145024	2
847867342260506625	2
847592820869259264	2
847424050452340738	2
849907577530060800	2
849381485979332615	2
850675915306782720	2
850790977635721216	2
848543107536834560	2
848127808521895938	2
849430190266699776	2
849728216503730176	2
850180341520257024	2
850321257551679488	2
849128259082178560	2
848040197900181504	2
848826491471360000	2
849275240089874433	2
847769635923668993	2
850788507199172609	2
848871387313967104	2
848794765764251648	2
850445576730583044	2
848237950940925952	2
848668810823561216	2
848072468875096064	2
850548593027031041	2
849636176696819712	2
849870596355887104	2
847405507446841345	2
848649525426135040	2
849415459854311429	2
848344238806913024	2
849521387010129920	2
849349844158341120	2
849598037898870788	2
849901227370582018	2
850411921639698433	2
850430632404668416	2
847547224565395457	2
848019935217504256	2
849703755343958017	2
848329915254616069	2
847400969205727232	2
847556661761986561	2
849519906412515329	2
848893264807817216	2
848546685265395713	2
850292685957210112	2
849132805716135936	2
849358895470571520	2
849395562055176194	2
848079574038495232	2
849657676707581953	2
848986105731002368	2
848477965813821440	2
850582407480737792	2
849101516212326400	2
849840057649201152	2
848907613530054656	2
849671538869776388	2
850158325627068416	2
847579965319262208	2
850337841808891905	2
847679886198054913	2
849140544190152705	2
849017244252344320	2
850395609987239936	2
847705119135121408	2
850342484924182528	2
849279224645128192	2
850118886561267712	2
850328584996741120	2
849310325430210561	2
847692691420794882	2
848340338116898816	2
849312175126712322	2
849315064976990209	2
850557350712836096	2
848620224014303232	2
849748454050082816	2
847681295496781824	2
849353539361157121	2
850137299585298433	2
850437230049013762	2
850160833829142528	2
849500419680325632	2
850144627025956865	2
850021054449942528	2
849083270969139201	2
850719783549112321	2
848161627212050432	2
848632865625657344	2
849464830985719809	2
850102105155174400	2
847696562775928832	2
848318250916003841	2
848640239207931908	2
848552813173121024	2
850228030760812545	2
850106924402180097	2
849337168954888192	2
848467362609287168	2
850434403104894976	2
849124459059478529	2
850316878681604096	2
848388304177291264	2
850699097250181120	2
850353033590579200	2
848533359957553155	2
850740046206562304	2
850041484879556608	2
848898792921468928	2
850580905928294400	2
848203255683350528	2
849095723882872833	2
850184334501957633	2
849583005509308418	2
848560174163873794	2
850333987272888320	2
848360630151258113	2
849458707301793793	2
850802352605077504	2
848977964603715584	2
847717731403038721	2
850117137549193216	2
847849373849538560	2
850824179746254849	2
850203884156985344	2
848567983962279936	2
848750012549001217	2
850123336747241472	2
848546563634978820	2
849141504681672705	2
847955267430080512	2
847495273928671232	2
848340405200584704	2
850042365679202304	2
848341600593772546	2
850172288435712000	2
850080420595212288	2
850560831981064192	2
850464669210988545	2
849891639170674689	2
850186884621979649	2
850100465199140865	2
847648877742182401	2
848906137143578624	2
850832119576375296	2
849109191788777472	2
850036569184534528	2
847900888274534400	2
850539092916023297	2
849896013825323008	2
850379759691247617	2
848393509296107520	2
848484768954101760	2
849434543950049283	2
849389861996023808	2
848137086330781696	2
850450433730461698	2
848840664045563904	2
850554397939699712	2
850762649306640384	2
847929627645444096	2
847889760798560257	2
849650965817020416	2
849908554832244736	2
850750443890368516	2
850535418709909505	2
847672734947491841	2
848931571369484290	2
849762425280835584	2
847655789930074113	2
850066571041132544	2
850248381511356417	2
848574350915751941	2
850578783606259712	2
847919125141876736	2
848639689754112001	2
849863482837057536	2
850224603993526273	2
850259773240901632	2
849010185226080256	2
850359970981978113	2
849492198836056064	2
850430535944085504	2
850746576754663429	2
849046818298236928	2
849161968682455040	2
850085378283507713	2
849095770011774978	2
847770567054839809	2
848625219438772225	2
850029753407082496	2
850037068290039811	2
848756102678315010	2
850359719323721728	2
848929885292769284	2
848637454211063808	2
848572866115379200	2
849810269689831424	2
849729369937297408	2
848367559128870912	2
847859532449456129	2
848227930744422400	2
850270602942234624	2
849819874633404417	2
850033855448977408	2
849806410946838528	2
848725907900694528	2
850744425068326912	2
848687957821313027	2
848161044174426115	2
850036296554860548	2
848823282853830656	2
847671644420165635	2
850045167478468608	2
850014775572606976	2
847459282622701569	2
850313619741057024	2
848601618081878016	2
849278406768373760	2
849046575003381760	2
848351926945239041	2
849190259262992385	2
848742529918959617	2
849482694555828224	2
849929283061637120	2
849960136365953028	2
848931693037846528	2
848703162181668865	2
849967136638414849	2
847805736327557120	2
849840636454776833	2
850237291771478017	2
847804993910353920	2
850364068791799809	2
850730923599560704	2
849479053887328257	2
850376458786811904	2
850454032447660033	2
848177104197996546	2
850739073161584642	2
849616941627179012	2
850065144977776640	2
848688607942643714	2
847674966292127744	2
849731269969760256	2
850030596487225344	2
849430127352184832	2
850190391051784192	2
848620492433043458	2
848645133998465024	2
848197454956822529	2
850635670947344384	2
848482994771951617	2
847502219691802624	2
849021853792391168	2
848694597425516544	2
847931427031306245	2
850045708543578112	2
848940056463257600	2
849491758438371329	2
849027449002307588	2
850754881489063936	2
850078046656876545	2
848131147200462848	2
850154412316258304	2
850468884457062400	2
847697825253048320	2
850420893255966720	2
848723261290577921	2
848311540021420032	2
850298209855524864	2
849465309174140928	2
849289324533342210	2
850565529609932800	2
849244617442824192	2
849458900252413953	2
850000577824047104	2
850527453709705216	2
850067674126307328	2
850444591048384513	2
850547557017276416	2
847511535257817088	2
850827921069658118	2
848385082956148736	2
849897620264714240	2
850784832980484096	2
849558653392834563	2
850441386625298433	2
847506510468890626	2
850045335242022912	2
850018072270299136	2
847656863680184320	2
848709311018782720	2
850434885453922304	2
849968902465400832	2
848240392021692416	2
849433268864901121	2
849457163814797313	2
850467827496738816	2
848622908352102401	2
848999414257549313	2
850839149233963008	2
849481096530198529	2
850517618075238400	2
849862581053521920	2
847465448245297154	2
849250414008705024	2
850841531590299649	2
850207193471238144	2
847524088780328960	2
849466416453615616	2
848968082819133440	2
850133298185502720	2
848327113476276224	2
850312202045227008	2
849515011642986501	2
849969980393369600	2
848720950216589312	2
848740403406884865	2
850104151971250176	2
847575074752385024	2
849681844274704384	2
850542259623866370	2
849817546811482112	2
850111475238584320	2
848283572402352128	2
848233236551675905	2
850783394338418688	2
848689568454803456	2
849282001303678976	2
849672788772356097	2
849422825039507456	2
848775752980074498	2
849078883714560000	2
847978361267859456	2
850235869927686144	2
849898635294724097	2
848416330503999488	2
849994844223176705	2
850442380645990402	2
850510198376726528	2
848392477513994241	2
850087437678383104	2
850307131144155136	2
849408350508826624	2
849489619351719936	2
848955290171166726	2
849137411049246720	2
847616824871075841	2
847909805373181952	2
849260534860001281	2
850069272164417536	2
850527692822917120	2
847789722445389824	2
848540528056709121	2
848641858234462208	2
849098680842022912	2
850555857557499908	2
849502143522451456	2
850030302881869825	2
850788792420020224	2
849901114103218176	2
848737828104261633	2
848702457521868800	2
849951672260538368	2
850099215292387328	2
850441659225563136	2
850215754016227328	2
850246875772968960	2
848001434129883136	2
849854595081875456	2
849223931164864512	2
848694500927180800	2
847480677767405568	2
848725823993643009	2
849983121156124673	2
849981829314744322	2
848096649033302016	2
849951026329391105	2
848573361051643905	2
849951768708620288	2
847885813966921728	2
849438411098390532	2
850003811649425410	2
847659980031279104	2
847982329092067329	2
849638450043269120	2
850795910137339905	2
849422896359292928	2
850189506074603520	2
850182254131392512	2
850508759730462720	2
847632951969890311	2
848768081610645504	2
850410214549463040	2
848092354091397121	2
849427065501822977	2
848996457260736512	2
849525216380424192	2
849421281527255043	2
848014298064367616	2
850317142956363777	2
850608881936068608	2
848241901966958594	2
849674718181502976	2
850834778756534272	2
850000972126531584	2
850609049716625408	2
849748630181470208	2
850114054735769600	2
848245492324728832	2
850020265895628800	2
850178445707542528	2
850266769340088320	2
850088012310597632	2
848229184862396417	2
849850438547644416	2
847606997604212738	2
849458061379067904	2
849424003659964416	2
848972457457233921	2
848312164972670976	2
847713939781697536	2
847986598906126336	2
850679400777621504	2
849367976155525120	2
847512730630111232	2
848745776314556416	2
850627500476682240	2
847737041995546627	2
850646790055571456	2
850781322381594626	2
849118935148613633	2
850275875199238147	2
849834856699764736	2
850778612865409025	2
849626966030303232	2
847853127747481600	2
850158044583481346	2
849427665266372609	2
850631984166699009	2
850139241526960128	2
850768714303754240	2
848266660943241216	2
850172762412900352	2
850503856572301314	2
850101765433434112	2
849299588012019718	2
848834527774601216	2
847862694971666436	2
850103472506769408	2
847901521635409921	2
849997234997538817	2
850517756487376900	2
850458826520317953	2
847667244578385926	2
848054605321834496	2
848012179957854209	2
848152106129399808	2
849772252497416192	2
849809179183267840	2
850247907571675137	2
849680804099895308	2
848553282905792512	2
850234603235299330	2
848970188351578112	2
850782685530292224	2
849980608759578624	2
850505500756193280	2
849896785615011840	2
850793875908308992	2
850295487731204097	2
848205046617706496	2
847579227134107648	2
850522705774477313	2
850034375559348224	2
849803449730519040	2
850024573445820417	2
848313779783970817	2
850011264948555777	2
850807876490858496	2
849822391245176832	2
850427193087975424	2
849810773010509825	2
850427964827123712	2
850738636924571648	2
847981939009224705	2
847913383101857793	2
849008897557975040	2
850062544509206528	2
849068158879232001	2
850199954073059328	2
847488349140942848	2
849824035399663617	2
848670362715832320	2
849480312191164419	2
850435812386844672	2
847402865010266113	2
850045100365422592	2
849401090152026112	2
849696943781670913	2
850222037092024321	2
847952260126703616	2
847969402234560512	2
847521555433316352	2
847908291254661121	2
849296987556126720	2
848287028512993280	2
849259159094788097	2
849245666023010304	2
850437578201460736	2
848617229272977416	2
849667743062175744	2
850739681318682633	2
848181973776449536	2
849466915588382720	2
849805941151154176	2
848585100900143104	2
849090724264116224	2
848339637655539712	2
848598233270169601	2
849428097275490304	2
850141741336449024	2
849339412940980224	2
848235748935569411	2
848288865584648192	2
849354252363452418	2
847443994376384513	2
849792838170750976	2
850717577353416704	2
847464202532827137	2
848713438226513925	2
850438488336019456	2
850096581286268930	2
848675907573350402	2
848569250637918208	2
848675051956088832	2
850694915495481344	2
849826606520651777	2
850077052573175809	2
849131924920475648	2
850041258416513024	2
849286539519684608	2
848953369184153604	2
849929262098518016	2
849255203903864832	2
850439926986543105	2
850314596984307713	2
850477738649636864	2
849317124409622530	2
849833778763747331	2
848317726624034816	2
850080189933654016	2
849246702032867328	2
848523952163106818	2
848719540930433024	2
850013039105585155	2
848347015436259328	2
849943921194975232	2
848731767318208512	2
850532583364603905	2
849992923248807937	2
850051433781133312	2
849119065146871809	2
850432016525012992	2
848021147379781635	2
850803820607062017	2
850070224267206656	2
850116198033498114	2
847799616812728322	2
849258722903896064	2
849277647599394816	2
850081074923393024	2
850269357225553920	2
850144018856128513	2
849119253898735616	2
849761770956767232	2
848770325567471617	2
850407135934644224	2
849988544391241728	2
847537439250018305	2
849524230735761408	2
848413151230017536	2
849826187056566273	2
849523442189824001	2
848966048586051584	2
